mode,epochs,timestep,ep_reward,reward,action
train,1,1,0.9525167942047119,0.9525167942047119,0.4974375367164612
train,1,2,1.8906300067901611,0.938113272190094,-0.3193070888519287
train,1,3,2.8075287342071533,0.916898787021637,-0.13784828782081604
train,1,4,3.692248582839966,0.8847198486328125,-0.6671757698059082
train,1,5,4.535121917724609,0.8428733944892883,-0.6879284381866455
train,1,6,5.321985721588135,0.7868636250495911,-0.8889577388763428
train,1,7,6.037909984588623,0.7159241437911987,-0.908950686454773
train,1,8,6.665557384490967,0.6276472806930542,-0.4885571300983429
train,1,9,7.18268346786499,0.517126202583313,-0.39766842126846313
train,1,10,7.572327613830566,0.38964396715164185,0.2899406850337982
train,1,11,7.814688205718994,0.2423606514930725,-0.25979581475257874
train,1,12,7.914575576782227,0.09988713264465332,-1.188008189201355
train,1,13,8.151208877563477,0.23663330078125,-0.3275028169155121
train,1,14,8.51506233215332,0.3638538122177124,-1.1029175519943237
train,1,15,9.008005142211914,0.49294257164001465,-0.041113972663879395
train,1,16,9.607272148132324,0.5992673635482788,-0.8139733672142029
train,1,17,10.302948951721191,0.6956765651702881,-0.7081363201141357
train,1,18,11.074155807495117,0.7712068557739258,-0.5641698241233826
train,1,19,11.900630950927734,0.8264753818511963,-0.34753483533859253
train,1,20,12.764081001281738,0.8634496331214905,-0.4425998628139496
train,1,21,13.649128913879395,0.8850481510162354,-0.38280922174453735
train,1,22,14.541086196899414,0.8919570446014404,-0.34849512577056885
train,1,23,15.425869941711426,0.8847840428352356,0.2037207931280136
train,1,24,16.291011810302734,0.865141749382019,0.23219823837280273
train,1,25,17.123140335083008,0.8321290016174316,0.025765080004930496
train,1,26,17.905832290649414,0.7826924324035645,0.18955087661743164
train,1,27,18.622779846191406,0.7169484496116638,-0.06904225796461105
train,1,28,19.253507614135742,0.6307277679443359,0.7112687826156616
train,1,29,19.788223266601562,0.5347161293029785,0.4974192678928375
train,1,30,20.212310791015625,0.4240879416465759,0.5246663689613342
train,1,31,20.5185546875,0.30624449253082275,0.062251463532447815
train,1,32,20.6998291015625,0.18127351999282837,0.29899460077285767
train,1,33,20.967945098876953,0.2681151032447815,-0.5270965695381165
train,1,34,21.34221839904785,0.37427401542663574,0.31591495871543884
train,1,35,21.827911376953125,0.48569369316101074,0.3947851061820984
train,1,36,22.41590118408203,0.5879902839660645,0.928680956363678
train,1,37,23.094852447509766,0.6789513826370239,0.28918197751045227
train,1,38,23.842727661132812,0.7478748559951782,-0.03783464431762695
train,1,39,24.641408920288086,0.7986818552017212,0.15549598634243011
train,1,40,25.475826263427734,0.8344182968139648,0.2640320956707001
train,1,41,26.33053207397461,0.8547050952911377,0.8193211555480957
train,1,42,27.189552307128906,0.8590192794799805,0.043298378586769104
train,1,43,28.037384033203125,0.8478326797485352,-0.4317627251148224
train,1,44,28.861209869384766,0.8238258361816406,0.3162509799003601
train,1,45,29.642885208129883,0.7816747426986694,-0.7155202031135559
train,1,46,30.37165641784668,0.7287704944610596,-0.07857123017311096
train,1,47,31.02773666381836,0.6560810804367065,-0.25123077630996704
train,1,48,31.596172332763672,0.5684359073638916,0.537216305732727
train,1,49,32.05438232421875,0.45820868015289307,-0.07301226258277893
train,1,50,32.39720153808594,0.34282100200653076,0.467225581407547
train,1,51,32.613609313964844,0.21640729904174805,0.6949917674064636
train,1,52,32.862545013427734,0.24893414974212646,-0.7805324792861938
train,1,53,33.22785568237305,0.36530935764312744,-0.41528183221817017
train,1,54,33.70199966430664,0.4741436839103699,-0.2512941360473633
train,1,55,34.274993896484375,0.5729936361312866,-0.655883252620697
train,1,56,34.936283111572266,0.6612908840179443,-1.4345358610153198
train,1,57,35.67193603515625,0.7356517910957336,0.18352621793746948
train,1,58,36.45580291748047,0.7838661074638367,-0.3284141421318054
train,1,59,37.273929595947266,0.8181279897689819,-0.7949990034103394
train,1,60,38.10987854003906,0.8359503149986267,0.41004714369773865
train,1,61,38.94757080078125,0.8376907110214233,0.6546068787574768
train,1,62,39.77482223510742,0.8272514343261719,0.29719680547714233
train,1,63,40.57777404785156,0.8029507398605347,-0.2894165813922882
train,1,64,41.3385124206543,0.760739266872406,0.38311532139778137
