mode,epochs,timestep,ep_reward,reward,action
train,1,2000,1159.3135986328125
train,2,4000,1069.0947265625
train,3,6000,1124.7313232421875
train,4,8000,1123.8719482421875
train,5,10000,1117.7611083984375
train,6,12000,1174.05419921875
train,7,14000,1254.0313720703125
train,8,16000,1120.67822265625
train,9,18000,1105.849853515625
train,10,20000,1371.1173095703125
train,11,22000,1530.9671630859375
train,12,24000,1550.3543701171875
train,13,26000,1662.206787109375
train,14,28000,1920.490234375
train,15,30000,1999.75390625
train,16,32000,1969.3924560546875
train,17,34000,1992.0601806640625
train,18,36000,1991.929931640625
train,19,38000,1773.4619140625
train,20,40000,1999.7574462890625
train,21,42000,1913.1910400390625
train,22,44000,1984.822998046875
train,23,46000,1976.418701171875
train,24,48000,1984.6175537109375
train,25,50000,1992.0872802734375
train,26,52000,1992.2840576171875
train,27,54000,1992.22021484375
train,28,56000,1967.5274658203125
train,29,58000,1960.049560546875
train,30,60000,1999.7176513671875
train,31,62000,1984.38623046875
train,32,64000,1952.0592041015625
train,33,66000,1969.46435546875
train,34,68000,1976.8455810546875
train,35,70000,1992.00537109375
train,36,72000,1984.473876953125
train,37,74000,1977.39501953125
train,38,76000,1992.049560546875
train,39,78000,1967.50927734375
train,40,80000,1992.108642578125
train,41,82000,1960.709716796875
train,42,84000,1992.296630859375
train,43,86000,1969.896240234375
train,44,88000,1999.76025390625
train,45,90000,1991.977294921875
train,46,92000,1984.8623046875
train,47,94000,1999.7559814453125
train,48,96000,1976.5706787109375
train,49,98000,1977.3173828125
train,50,100000,1984.6346435546875
