mode,epochs,timestep,ep_reward,reward,action
train,1,1,0.8965356945991516,0.8965356945991516,0.5123792886734009
train,1,2,1.7952466011047363,0.8987109661102295,0.934807300567627
train,1,3,2.686962127685547,0.891715407371521,0.07997605949640274
train,1,4,3.559251070022583,0.8722889423370361,-0.5290560126304626
train,1,5,4.395209312438965,0.8359584212303162,-0.5766952037811279
train,1,6,5.1761322021484375,0.7809229493141174,0.08921517431735992
train,1,7,5.886922836303711,0.7107908725738525,0.21512001752853394
train,1,8,6.509915351867676,0.6229923367500305,-0.6704347729682922
train,1,9,7.017132759094238,0.507217526435852,0.7405452132225037
train,1,10,7.408496856689453,0.39136433601379395,0.005559965968132019
train,1,11,7.667863368988037,0.25936657190322876,-0.00715811550617218
train,1,12,7.822567939758301,0.15470445156097412,-0.5257925391197205
train,1,13,8.08900260925293,0.2664344310760498,-0.6990881562232971
train,1,14,8.468327522277832,0.379325270652771,-0.9570227265357971
train,1,15,8.956219673156738,0.4878924489021301,-0.00990845263004303
train,1,16,9.553144454956055,0.5969248414039612,-0.005185708403587341
train,1,17,10.243873596191406,0.6907287836074829,0.5239771604537964
train,1,18,11.013899803161621,0.7700263857841492,0.37554100155830383
train,1,19,11.843092918395996,0.829193115234375,0.6660847067832947
train,1,20,12.715020179748535,0.8719271421432495,0.16866791248321533
train,1,21,13.612597465515137,0.8975771069526672,-0.4096266031265259
train,1,22,14.522961616516113,0.9103644490242004,0.40882787108421326
train,1,23,15.43529987335205,0.9123383164405823,-0.33145469427108765
train,1,24,16.338729858398438,0.9034292101860046,0.06053139269351959
train,1,25,17.220962524414062,0.8822327852249146,0.22934462130069733
train,1,26,18.067285537719727,0.8463231325149536,0.040345728397369385
train,1,27,18.862220764160156,0.7949360609054565,0.806430459022522
train,1,28,19.580904006958008,0.718683660030365,-0.4705202877521515
train,1,29,20.212663650512695,0.6317593455314636,1.1840602159500122
train,1,30,20.720502853393555,0.5078399181365967,0.44607213139533997
train,1,31,21.091825485229492,0.3713219165802002,-0.04653191566467285
train,1,32,21.3218936920166,0.23006904125213623,-0.4261595606803894
train,1,33,21.452014923095703,0.1301206350326538,1.1580674648284912
train,1,34,21.69365882873535,0.24164366722106934,0.4506552517414093
train,1,35,22.05849838256836,0.3648396134376526,0.8339992165565491
train,1,36,22.539691925048828,0.48119300603866577,0.12960201501846313
train,1,37,23.134693145751953,0.5950002670288086,-0.45242658257484436
train,1,38,23.83156394958496,0.6968704462051392,1.2491507530212402
train,1,39,24.59926414489746,0.7676994800567627,-0.0679018497467041
train,1,40,25.43083381652832,0.8315696716308594,0.7930529117584229
train,1,41,26.30609893798828,0.8752649426460266,0.676323413848877
train,1,42,27.21413230895996,0.9080336093902588,0.020224690437316895
train,1,43,28.147022247314453,0.932889461517334,0.9554581642150879
train,1,44,29.0944766998291,0.9474539160728455,-0.09822879731655121
train,1,45,30.051895141601562,0.9574186205863953,0.2338334321975708
train,1,46,31.012523651123047,0.9606276750564575,-0.7741339206695557
train,1,47,31.969226837158203,0.9567022323608398,0.025466693565249443
train,1,48,32.915157318115234,0.9459306001663208,-0.46768271923065186
train,1,49,33.840476989746094,0.9253213405609131,0.5792929530143738
train,1,50,34.73906707763672,0.8985916376113892,0.07703720033168793
train,1,51,35.59693908691406,0.8578733205795288,0.5650599598884583
train,1,52,36.40233612060547,0.8053988218307495,-0.5818130970001221
train,1,53,37.12760543823242,0.7252697944641113,-1.6481025218963623
train,1,54,37.736080169677734,0.6084754467010498,-0.5474722385406494
train,1,55,38.210872650146484,0.4747927784919739,-0.5069003105163574
train,1,56,38.53038024902344,0.31950730085372925,-0.08211631327867508
train,1,57,38.68793487548828,0.1575552225112915,0.2739017605781555
train,1,58,38.764930725097656,0.07699543237686157,0.10668295621871948
train,1,59,38.98107147216797,0.21614080667495728,-0.016682907938957214
train,1,60,39.336334228515625,0.3552646040916443,-0.8059743642807007
train,1,61,39.81642150878906,0.4800879955291748,0.04727722704410553
train,1,62,40.41823196411133,0.6018102169036865,-0.10855042189359665
train,1,63,41.1209831237793,0.7027500867843628,-0.2805289030075073
train,1,64,41.90311813354492,0.7821342349052429,0.18072567880153656
train,1,65,42.7490234375,0.8459072113037109,-0.20583386719226837
train,1,66,43.63985061645508,0.8908288478851318,0.5299288034439087
train,1,67,44.56615447998047,0.9263026118278503,0.06081646680831909
train,1,68,45.515380859375,0.949226975440979,-0.160305917263031
train,1,69,46.479736328125,0.9643544554710388,0.35766884684562683
train,1,70,47.4549446105957,0.9752098321914673,-0.6565843224525452
train,1,71,48.435611724853516,0.9806680083274841,0.008069083094596863
train,1,72,49.41974639892578,0.9841355681419373,0.4933507442474365
train,1,73,50.40431594848633,0.9845709204673767,-0.2838015854358673
train,1,74,51.38666915893555,0.9823541045188904,-0.2586258053779602
train,1,75,52.36418533325195,0.9775161743164062,0.9752158522605896
train,1,76,53.33036422729492,0.9661771655082703,0.04836566001176834
train,1,77,54.281253814697266,0.9508912563323975,-0.596400797367096
train,1,78,55.21281814575195,0.9315630793571472,-0.12783154845237732
train,1,79,56.11457061767578,0.901752769947052,0.3607511818408966
train,1,80,56.97095489501953,0.8563848733901978,0.663769006729126
train,1,81,57.76152801513672,0.7905741333961487,0.24268630146980286
train,1,82,58.46698760986328,0.7054588198661804,0.5513480305671692
train,1,83,59.058380126953125,0.5913942456245422,0.6729506254196167
train,1,84,59.5065803527832,0.448200523853302,0.8075435161590576
train,1,85,59.785369873046875,0.2787896990776062,1.238743543624878
train,1,86,59.872283935546875,0.08691465854644775,0.5061771273612976
train,1,87,59.91838073730469,0.0460963249206543,1.2964529991149902
train,1,88,60.103416442871094,0.1850343942642212,0.18958935141563416
train,1,89,60.43852615356445,0.33510977029800415,1.2691388130187988
train,1,90,60.90325164794922,0.4647267460823059,0.7966080904006958
train,1,91,61.4891242980957,0.5858741998672485,0.3113412857055664
train,1,92,62.17982864379883,0.6907061338424683,1.1995365619659424
train,1,93,62.94356918334961,0.7637407779693604,-0.04531663656234741
train,1,94,63.77064895629883,0.827078104019165,0.27509599924087524
train,1,95,64.63893127441406,0.8682807683944702,0.8174746036529541
train,1,96,65.52904510498047,0.8901160359382629,-0.29843392968177795
train,1,97,66.43614959716797,0.9071072936058044,-0.04348587989807129
train,1,98,67.34659576416016,0.9104465842247009,0.13083003461360931
train,1,99,68.2477798461914,0.9011875987052917,0.0988893061876297
train,1,100,69.12723541259766,0.8794586062431335,1.0108243227005005
train,1,101,69.96134185791016,0.8341065645217896,0.10056602954864502
train,1,102,70.73673248291016,0.7753939032554626,-0.14678964018821716
train,1,103,71.4307861328125,0.6940571665763855,1.3297450542449951
train,1,104,71.99449920654297,0.5637115240097046,0.38175612688064575
train,1,105,72.40386199951172,0.409366250038147,-0.39298760890960693
train,1,106,72.65116882324219,0.24730974435806274,0.5778723359107971
train,1,107,72.76964569091797,0.1184806227684021,1.117276668548584
train,1,108,72.7660140991211,-0.003633856773376465,0.2318236529827118
train,1,109,72.90772247314453,0.14170581102371216,0.9043042659759521
train,1,110,73.19002532958984,0.2823027968406677,-0.32216376066207886
train,1,111,73.62503051757812,0.4350033402442932,0.8537472486495972
train,1,112,74.18367004394531,0.5586404800415039,0.015589296817779541
train,1,113,74.85536193847656,0.6716945767402649,0.7452754378318787
train,1,114,75.60971069335938,0.7543475031852722,0.7653231024742126
train,1,115,76.42604064941406,0.8163315653800964,-0.5327873229980469
train,1,116,77.29590606689453,0.8698671460151672,1.073192834854126
train,1,117,78.19208526611328,0.8961808085441589,0.07780526578426361
train,1,118,79.10958099365234,0.9174973964691162,-0.2753918468952179
train,1,119,80.04025268554688,0.9306711554527283,0.6512113213539124
train,1,120,80.9695053100586,0.9292490482330322,0.0027461349964141846
train,1,121,81.892333984375,0.9228296279907227,1.4629415273666382
train,1,122,82.78843688964844,0.8961034417152405,0.12032963335514069
train,1,123,83.65315246582031,0.8647156953811646,0.23940441012382507
train,1,124,84.46825408935547,0.815098226070404,0.5198986530303955
train,1,125,85.20828247070312,0.7400309443473816,0.8265074491500854
train,1,126,85.84037017822266,0.6320871114730835,0.7220012545585632
train,1,127,86.33113861083984,0.4907659888267517,1.226025938987732
train,1,128,86.63800048828125,0.30686062574386597,1.5181211233139038
train,1,129,86.81436157226562,0.17635983228683472,0.6647891402244568
train,1,130,86.85057067871094,0.03621053695678711,0.30854859948158264
train,1,131,86.93223571777344,0.08166569471359253,0.5477808713912964
train,1,132,87.15728759765625,0.22505342960357666,0.07972049713134766
train,1,133,87.53192901611328,0.37463831901550293,1.0342116355895996
train,1,134,88.0347671508789,0.5028412342071533,0.37754207849502563
train,1,135,88.65687561035156,0.6221073865890503,-0.29928770661354065
train,1,136,89.3821029663086,0.7252309322357178,0.2224499136209488
train,1,137,90.18164825439453,0.7995449304580688,1.0482885837554932
train,1,138,91.02958679199219,0.8479369878768921,0.35352662205696106
train,1,139,91.91563415527344,0.8860493302345276,0.10711853206157684
train,1,140,92.82807159423828,0.9124389290809631,0.5695133209228516
train,1,141,93.75321197509766,0.9251415729522705,0.2548506259918213
train,1,142,94.68386840820312,0.9306569695472717,0.624944806098938
train,1,143,95.60891723632812,0.9250515103340149,0.5656309127807617
train,1,144,96.51885223388672,0.9099386930465698,0.20923393964767456
train,1,145,97.40422821044922,0.8853748440742493,-0.3922881782054901
train,1,146,98.25544738769531,0.8512153625488281,0.15413452684879303
train,1,147,99.04995727539062,0.7945106029510498,0.47431328892707825
train,1,148,99.76045989990234,0.7105060815811157,-0.9069982767105103
train,1,149,100.37503814697266,0.6145813465118408,0.48375752568244934
train,1,150,100.8476333618164,0.4725915193557739,1.071531891822815
train,1,151,101.13853454589844,0.29090332984924316,-0.26225119829177856
train,1,152,101.28025817871094,0.1417231559753418,0.006822526454925537
train,1,153,101.27651977539062,-0.003741741180419922,1.0785714387893677
train,1,154,101.39509582519531,0.11857825517654419,0.483401894569397
train,1,155,101.65885925292969,0.2637597322463989,0.901572585105896
train,1,156,102.06082916259766,0.4019666314125061,0.6865403652191162
train,1,157,102.59295654296875,0.5321290493011475,0.49290525913238525
train,1,158,103.23841094970703,0.6454510688781738,0.11771506071090698
train,1,159,103.97769165039062,0.7392824292182922,1.3436123132705688
train,1,160,104.7774887084961,0.7998000383377075,0.38908907771110535
train,1,161,105.62731170654297,0.8498229384422302,1.2621514797210693
train,1,162,106.5040283203125,0.8767194747924805,0.6319025754928589
train,1,163,107.39864349365234,0.8946167230606079,1.001577615737915
train,1,164,108.29568481445312,0.8970438838005066,0.4921254813671112
train,1,165,109.18604278564453,0.8903608322143555,-0.019369304180145264
train,1,166,110.05977630615234,0.8737362027168274,-0.26120737195014954
train,1,167,110.9032211303711,0.8434455394744873,0.12533345818519592
train,1,168,111.69371795654297,0.7904955744743347,0.246441051363945
train,1,169,112.40530395507812,0.7115849256515503,0.6322039365768433
train,1,170,113.00269317626953,0.5973899960517883,-0.2932199239730835
train,1,171,113.46461486816406,0.46192508935928345,-0.48451513051986694
train,1,172,113.76573944091797,0.30112242698669434,0.5240128040313721
train,1,173,113.92410278320312,0.15836101770401,1.2593705654144287
train,1,174,113.93964385986328,0.015543162822723389,0.5683426856994629
train,1,175,114.04076385498047,0.10111910104751587,0.26530691981315613
train,1,176,114.28932189941406,0.24855506420135498,0.4016570746898651
train,1,177,114.68218994140625,0.39286547899246216,0.00038743019104003906
train,1,178,115.212890625,0.53070068359375,0.643675684928894
train,1,179,115.8548812866211,0.6419885754585266,1.6197197437286377
train,1,180,116.57823181152344,0.7233508229255676,0.32915419340133667
train,1,181,117.37491607666016,0.7966864109039307,-0.10110589861869812
train,1,182,118.22804260253906,0.8531266450881958,0.003911912441253662
train,1,183,119.11953735351562,0.8914968967437744,0.9677141308784485
train,1,184,120.02993774414062,0.9103989005088806,0.7837648391723633
train,1,185,120.95012664794922,0.9201910495758057,-0.029795020818710327
train,1,186,121.87567901611328,0.9255524277687073,-0.07081112265586853
train,1,187,122.7974853515625,0.9218032360076904,0.11680534482002258
train,1,188,123.70431518554688,0.9068275690078735,-0.41046014428138733
train,1,189,124.58829498291016,0.8839824795722961,0.6205788850784302
train,1,190,125.42655181884766,0.8382535576820374,-0.10072517395019531
train,1,191,126.20523071289062,0.778681218624115,0.21334636211395264
train,1,192,126.89678192138672,0.691552996635437,0.6615091562271118
train,1,193,127.46564483642578,0.5688661932945251,0.34119468927383423
train,1,194,127.88291931152344,0.41727203130722046,1.688615322113037
train,1,195,128.11619567871094,0.23327100276947021,0.9939046502113342
train,1,196,128.21841430664062,0.1022147536277771,0.43817129731178284
train,1,197,128.23275756835938,0.014343798160552979,0.6218630075454712
train,1,198,128.3901824951172,0.15742003917694092,-0.1245221495628357
train,1,199,128.70115661621094,0.3109813332557678,0.4156954884529114
train,1,200,129.1524658203125,0.4513084292411804,1.083716869354248
train,1,201,129.72262573242188,0.5701572299003601,0.31493014097213745
train,1,202,130.4007110595703,0.6780868768692017,0.6173382997512817
train,1,203,131.16099548339844,0.7602777481079102,0.7842782735824585
train,1,204,131.9813232421875,0.8203272819519043,0.8859729170799255
train,1,205,132.84329223632812,0.8619755506515503,0.5531452894210815
train,1,206,133.73455810546875,0.8912653923034668,-0.05516156554222107
train,1,207,134.64651489257812,0.9119547605514526,0.3877060115337372
train,1,208,135.56507873535156,0.918556809425354,0.7659285068511963
train,1,209,136.47738647460938,0.9123097062110901,-0.396129310131073
train,1,210,137.3805389404297,0.9031550884246826,0.5869408845901489
train,1,211,138.2547149658203,0.8741798400878906,0.6489813327789307
train,1,212,139.08230590820312,0.8275972604751587,-0.3830389082431793
train,1,213,139.85177612304688,0.7694689035415649,0.042177170515060425
train,1,214,140.53404235839844,0.6822614669799805,0.8564338684082031
train,1,215,141.0882568359375,0.554218053817749,-0.014322638511657715
train,1,216,141.4926300048828,0.40437984466552734,0.10655727982521057
train,1,217,141.72314453125,0.23051095008850098,0.6225064992904663
train,1,218,141.8220977783203,0.09895890951156616,0.3694833219051361
train,1,219,141.8399200439453,0.017823398113250732,1.054939866065979
train,1,220,142.00033569335938,0.16041839122772217,1.0342587232589722
train,1,221,142.30014038085938,0.29980021715164185,0.43580663204193115
train,1,222,142.7430419921875,0.4429062604904175,0.16611483693122864
train,1,223,143.31692504882812,0.573879063129425,0.8918317556381226
train,1,224,143.99237060546875,0.6754521131515503,-0.527623176574707
train,1,225,144.76025390625,0.7678908109664917,0.9760081171989441
train,1,226,145.58456420898438,0.8243165016174316,0.08301562070846558
train,1,227,146.45480346679688,0.8702439069747925,-0.33406710624694824
train,1,228,147.35838317871094,0.9035749435424805,0.2571362853050232
train,1,229,148.27899169921875,0.9206079840660095,0.46348506212234497
train,1,230,149.20550537109375,0.926511824131012,0.6690288186073303
train,1,231,150.12733459472656,0.9218252301216125,0.6940369009971619
train,1,232,151.03399658203125,0.9066637754440308,0.03904455900192261
train,1,233,151.9178466796875,0.8838543891906738,1.1091376543045044
train,1,234,152.75460815429688,0.8367620706558228,-0.9997656345367432
train,1,235,153.543212890625,0.7885971069335938,-0.5775796175003052
train,1,236,154.25823974609375,0.7150243520736694,0.31312841176986694
train,1,237,154.8626708984375,0.6044368743896484,-0.2926093339920044
train,1,238,155.33377075195312,0.4711058735847473,0.9268115162849426
train,1,239,155.6254119873047,0.2916361689567566,0.7564422488212585
train,1,240,155.76551818847656,0.1401117444038391,0.6497332453727722
train,1,241,155.75999450683594,-0.005528926849365234,0.8013862371444702
train,1,242,155.88018798828125,0.12019556760787964,0.5709044933319092
train,1,243,156.14454650878906,0.2643646001815796,0.6462072730064392
train,1,244,156.55030822753906,0.40576642751693726,0.7406306266784668
train,1,245,157.08502197265625,0.5347206592559814,0.1788366436958313
train,1,246,157.73568725585938,0.6506624221801758,1.1650408506393433
train,1,247,158.4696044921875,0.7339162826538086,0.6738179922103882
train,1,248,159.27053833007812,0.8009340167045593,-0.22125118970870972
train,1,249,160.1260223388672,0.8554872870445251,0.5747241973876953
train,1,250,161.01290893554688,0.8868830800056458,0.8021131753921509
train,1,251,161.91651916503906,0.9036111235618591,-0.4767080843448639
train,1,252,162.83419799804688,0.9176819920539856,0.13344621658325195
train,1,253,163.751220703125,0.9170176982879639,0.5246036052703857
train,1,254,164.6541748046875,0.9029485583305359,0.07441702485084534
train,1,255,165.53370666503906,0.879531979560852,0.23594532907009125
train,1,256,166.37303161621094,0.839328408241272,0.48650163412094116
train,1,257,167.14942932128906,0.7763996720314026,0.7866061925888062
train,1,258,167.83279418945312,0.6833683252334595,0.12471827864646912
train,1,259,168.39894104003906,0.5661475658416748,0.24127429723739624
train,1,260,168.8138885498047,0.41494065523147583,0.6413587331771851
train,1,261,169.05560302734375,0.2417212724685669,-0.0033202767372131348
train,1,262,169.16758728027344,0.11198210716247559,0.6435912251472473
train,1,263,169.17124938964844,0.003656744956970215,-0.14455687999725342
train,1,264,169.32440185546875,0.15315377712249756,0.4957372546195984
train,1,265,169.62222290039062,0.2978265881538391,-0.5356255173683167
